milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523632019613,-1703936,119,-56,-1,-1,0
1523632019613,-1900544,119,-56,-1,-1,0
1523632019613,-1835008,119,-56,-1,-1,0
1523632019653,-1376256,119,-56,-1,-1,0
1523632019653,-786432,119,-56,-1,-1,0
1523632019653,-589824,119,-56,-1,-1,0
1523632019653,-589824,119,-56,-1,-1,0
1523632019653,-655360,119,-56,-1,-1,0
1523632019693,-917504,119,-56,-1,-1,0
1523632019693,-1179648,119,-56,-1,-1,0
1523632019693,-1179648,119,-56,-1,-1,0
1523632019693,-1114112,119,-56,-1,-1,0
1523632019693,-1048576,119,-56,-1,-1,0
1523632019733,-589824,119,-56,-1,-1,0
1523632019733,2162688,119,-56,-1,-1,0
1523632019733,7340032,119,-56,-1,-1,0
1523632019733,9109504,119,-56,-1,-1,0
1523632019733,3276800,119,-56,-1,-1,0
1523632019773,-3866624,119,-56,-1,-1,0
1523632019773,-5242880,119,-56,-1,-1,0
1523632019773,-2818048,119,-56,-1,-1,0
1523632019773,-1376256,119,-56,-1,-1,0
1523632019773,-1179648,119,-56,-1,-1,0
1523632019813,-1114112,119,-56,-1,-1,0
1523632019813,-983040,119,-56,-1,-1,0
1523632019813,-983040,119,-56,-1,-1,0
1523632019813,-917504,119,-56,-1,-1,0
1523632019813,-851968,119,-56,-1,-1,0
1523632019858,-786432,119,-56,-1,-1,0
1523632019858,-720896,119,-56,-1,-1,0
1523632019858,-524288,119,-56,-1,-1,0
1523632019858,-196608,119,-56,-1,-1,0
1523632019858,0,119,-56,-1,-1,0
1523632019893,0,119,-56,-1,-1,0
1523632019893,131072,119,-56,-1,-1,0
1523632019893,393216,119,-56,-1,-1,0
1523632019893,917504,119,-56,-1,-1,0
1523632019893,1441792,119,-56,-1,-1,0
1523632019934,1966080,119,-56,-1,-1,0
1523632019934,2359296,119,-56,-1,-1,0
1523632019934,2621440,119,-56,-1,-1,0
1523632019934,2818048,119,-56,-1,-1,0
1523632019934,3014656,119,-56,-1,-1,0
1523632019973,3145728,119,-56,-1,-1,0
1523632019973,3145728,119,-56,-1,-1,0
1523632019973,2949120,119,-56,-1,-1,0
1523632019973,2424832,119,-56,-1,-1,0
1523632019973,1703936,119,-56,-1,-1,0
1523632020013,1179648,119,-56,-1,-1,0
1523632020013,589824,119,-56,-1,-1,0
1523632020013,131072,119,-56,-1,-1,0
1523632020013,-131072,119,-56,-1,-1,0
1523632020013,-327680,119,-56,-1,-1,0
1523632020053,-458752,119,-56,-1,-1,0
1523632020053,-655360,119,-56,-1,-1,0
1523632020053,-720896,119,-56,-1,-1,0
1523632020053,-720896,119,-56,-1,-1,0
1523632020053,-786432,119,-56,-1,-1,0
1523632020093,-983040,119,-56,-1,-1,0
1523632020093,-1048576,119,-56,-1,-1,0
1523632020093,-1114112,119,-56,-1,-1,0
1523632020093,-1245184,119,-56,-1,-1,0
1523632020093,-1441792,119,-56,-1,-1,0
1523632020133,-1769472,119,-56,-1,-1,0
1523632020133,-2031616,119,-56,-1,-1,0
1523632020133,-2031616,119,-56,-1,-1,0
1523632020133,-1638400,119,-56,-1,-1,0
1523632020133,-1114112,119,-56,-1,-1,0
1523632020173,-786432,119,-56,-1,-1,0
1523632020173,-589824,119,-56,-1,-1,0
1523632020173,-786432,119,-56,-1,-1,0
1523632020173,-983040,119,-56,-1,-1,0
1523632020173,-1114112,119,-56,-1,-1,0
1523632020213,-1245184,119,-56,-1,-1,0
1523632020213,-1507328,119,-56,-1,-1,0
1523632020213,-1769472,119,-56,-1,-1,0
1523632020213,-1310720,119,-56,-1,-1,0
1523632020213,2162688,119,-56,-1,-1,0
1523632020253,8454144,119,-56,-1,-1,0
1523632020253,9895936,119,-56,-1,-1,0
1523632020253,3080192,119,-56,-1,-1,0
1523632020253,-4128768,119,-56,-1,-1,0
1523632020253,-5177344,119,-56,-1,-1,0
1523632020293,-3014656,119,-56,-1,-1,0
1523632020293,-1966080,119,-56,-1,-1,0
1523632020293,-1769472,119,-56,-1,-1,0
1523632020293,-1769472,119,-56,-1,-1,0
1523632020293,-1769472,119,-56,-1,-1,0
1523632020333,-1572864,119,-56,-1,-1,0
1523632020333,-1376256,119,-56,-1,-1,0
1523632020333,-1310720,119,-56,-1,-1,0
1523632020333,-1310720,119,-56,-1,-1,0
1523632020333,-1179648,119,-56,-1,-1,0
1523632020373,-917504,119,-56,-1,-1,0
1523632020373,-720896,119,-56,-1,-1,0
1523632020373,-458752,119,-56,-1,-1,0
1523632020373,-131072,119,-56,-1,-1,0
1523632020373,196608,119,-56,-1,-1,0
1523632020413,589824,119,-56,-1,-1,0
1523632020413,1048576,119,-56,-1,-1,0
1523632020413,1703936,119,-56,-1,-1,0
1523632020413,2293760,119,-56,-1,-1,0
1523632020413,2883584,119,-56,-1,-1,0
1523632020453,3276800,119,-56,-1,-1,0
1523632020453,3801088,119,-56,-1,-1,0
1523632020453,4194304,119,-56,-1,-1,0
1523632020453,4194304,119,-56,-1,-1,0
1523632020453,3735552,119,-56,-1,-1,0
1523632020498,3145728,119,-56,-1,-1,0
1523632020498,2490368,119,-56,-1,-1,0
1523632020498,1769472,119,-56,-1,-1,0
1523632020498,1179648,119,-56,-1,-1,0
1523632020498,589824,119,-56,-1,-1,0
1523632020533,131072,119,-56,-1,-1,0
1523632020533,-196608,119,-56,-1,-1,0
1523632020533,-458752,119,-56,-1,-1,0
1523632020533,-524288,119,-56,-1,-1,0
1523632020533,-655360,119,-56,-1,-1,0
1523632020573,-851968,119,-56,-1,-1,0
1523632020573,-917504,119,-56,-1,-1,0
1523632020573,-983040,119,-56,-1,-1,0
1523632020573,-1048576,119,-56,-1,-1,0
1523632020573,-1245184,119,-56,-1,-1,0
1523632020613,-1638400,119,-56,-1,-1,0
1523632020613,-1835008,119,-56,-1,-1,0
1523632020613,-1703936,119,-56,-1,-1,0
1523632020613,-1638400,119,-56,-1,-1,0
1523632020613,-1835008,119,-56,-1,-1,0
1523632020653,-1769472,119,-56,-1,-1,0
1523632020653,-1245184,119,-56,-1,-1,0
1523632020653,-851968,119,-56,-1,-1,0
1523632020653,-786432,119,-56,-1,-1,0
1523632020653,-983040,119,-56,-1,-1,0
1523632020693,-1310720,119,-56,-1,-1,0
1523632020693,-1572864,119,-56,-1,-1,0
1523632020693,-1441792,119,-56,-1,-1,0
1523632020693,-1310720,119,-56,-1,-1,0
1523632020693,-1376256,119,-56,-1,-1,0
1523632020733,-1048576,119,-56,-1,-1,0
1523632020733,1507328,119,-56,-1,-1,0
1523632020733,6356992,119,-56,-1,-1,0
1523632020733,7143424,119,-56,-1,-1,0
1523632020733,1114112,119,-56,-1,-1,0
1523632020773,-5439488,119,-56,-1,-1,0
1523632020773,-6225920,119,-56,-1,-1,0
1523632020773,-3997696,119,-56,-1,-1,0
1523632020773,-2293760,119,-56,-1,-1,0
1523632020773,-1638400,119,-56,-1,-1,0
1523632020813,-1441792,119,-56,-1,-1,0
1523632020813,-1310720,119,-56,-1,-1,0
1523632020813,-1245184,119,-56,-1,-1,0
1523632020813,-1179648,119,-56,-1,-1,0
1523632020813,-983040,119,-56,-1,-1,0
1523632020853,-851968,119,-56,-1,-1,0
1523632020853,-720896,119,-56,-1,-1,0
1523632020853,-524288,119,-56,-1,-1,0
1523632020853,-196608,119,-56,-1,-1,0
1523632020853,-65536,119,-56,-1,-1,0
1523632020893,65536,119,-56,-1,-1,0
1523632020893,524288,119,-56,-1,-1,0
1523632020893,1114112,119,-56,-1,-1,0
1523632020893,1638400,119,-56,-1,-1,0
1523632020893,2228224,119,-56,-1,-1,0
1523632020933,2752512,119,-56,-1,-1,0
1523632020933,3211264,119,-56,-1,-1,0
1523632020933,3670016,119,-56,-1,-1,0
1523632020933,3932160,119,-56,-1,-1,0
1523632020933,4128768,119,-56,-1,-1,0
1523632020973,4063232,119,-56,-1,-1,0
1523632020973,3866624,119,-56,-1,-1,0
1523632020973,3407872,119,-56,-1,-1,0
1523632020973,2621440,119,-56,-1,-1,0
1523632020973,1703936,119,-56,-1,-1,0
1523632021013,983040,120,-56,-1,-1,0
1523632021013,524288,120,-56,-1,-1,0
1523632021013,262144,120,-56,-1,-1,0
1523632021013,65536,120,-56,-1,-1,0
1523632021013,-65536,120,-56,-1,-1,0
1523632021053,-262144,120,-56,-1,-1,0
1523632021053,-327680,120,-56,-1,-1,0
1523632021053,-458752,120,-56,-1,-1,0
1523632021053,-524288,120,-56,-1,-1,0
1523632021053,-720896,120,-56,-1,-1,0
1523632021093,-917504,120,-56,-1,-1,0
1523632021093,-1114112,120,-56,-1,-1,0
1523632021093,-1179648,120,-56,-1,-1,0
1523632021093,-1245184,120,-56,-1,-1,0
1523632021093,-1441792,120,-56,-1,-1,0
1523632021138,-1572864,120,-56,-1,-1,0
1523632021138,-1507328,120,-56,-1,-1,0
1523632021138,-1245184,120,-56,-1,-1,0
1523632021138,-917504,120,-56,-1,-1,0
1523632021138,-720896,120,-56,-1,-1,0
1523632021173,-851968,120,-56,-1,-1,0
1523632021173,-1114112,120,-56,-1,-1,0
1523632021173,-1245184,120,-56,-1,-1,0
1523632021173,-1245184,120,-56,-1,-1,0
1523632021173,-1245184,120,-56,-1,-1,0
1523632021214,-1245184,120,-56,-1,-1,0
1523632021214,-917504,120,-56,-1,-1,0
1523632021214,1310720,120,-56,-1,-1,0
1523632021214,6094848,120,-56,-1,-1,0
1523632021214,7798784,120,-56,-1,-1,0
1523632021253,2162688,120,-56,-1,-1,0
1523632021253,-4915200,120,-56,-1,-1,0
1523632021253,-6356992,120,-56,-1,-1,0
1523632021253,-3997696,120,-56,-1,-1,0
1523632021253,-2162688,120,-56,-1,-1,0
1523632021293,-1441792,120,-56,-1,-1,0
1523632021293,-1245184,120,-56,-1,-1,0
1523632021293,-1245184,120,-56,-1,-1,0
1523632021293,-1245184,120,-56,-1,-1,0
1523632021293,-1114112,120,-56,-1,-1,0
1523632021333,-983040,120,-56,-1,-1,0
1523632021333,-851968,120,-56,-1,-1,0
1523632021333,-720896,120,-56,-1,-1,0
1523632021333,-589824,120,-56,-1,-1,0
1523632021333,-393216,120,-56,-1,-1,0
1523632021373,-131072,120,-56,-1,-1,0
1523632021373,131072,120,-56,-1,-1,0
1523632021373,262144,120,-56,-1,-1,0
1523632021373,458752,120,-56,-1,-1,0
1523632021373,720896,120,-56,-1,-1,0
1523632021413,1114112,120,-56,-1,-1,0
1523632021413,1507328,120,-56,-1,-1,0
1523632021413,1966080,120,-56,-1,-1,0
1523632021413,2424832,120,-56,-1,-1,0
1523632021413,2686976,120,-56,-1,-1,0
1523632021453,2818048,120,-56,-1,-1,0
1523632021453,2818048,120,-56,-1,-1,0
1523632021453,2555904,120,-56,-1,-1,0
1523632021453,2162688,120,-56,-1,-1,0
1523632021453,1703936,120,-56,-1,-1,0
1523632021493,1179648,120,-56,-1,-1,0
1523632021493,655360,120,-56,-1,-1,0
1523632021493,262144,120,-56,-1,-1,0
1523632021493,0,120,-56,-1,-1,0
1523632021493,-262144,120,-56,-1,-1,0
1523632021533,-393216,120,-56,-1,-1,0
1523632021533,-458752,120,-56,-1,-1,0
1523632021533,-393216,120,-56,-1,-1,0
1523632021533,-458752,120,-56,-1,-1,0
1523632021533,-655360,120,-56,-1,-1,0
1523632021573,-720896,120,-56,-1,-1,0
1523632021573,-851968,120,-56,-1,-1,0
1523632021573,-1048576,120,-56,-1,-1,0
1523632021573,-1245184,120,-56,-1,-1,0
1523632021573,-1441792,120,-56,-1,-1,0
1523632021613,-1638400,120,-56,-1,-1,0
1523632021613,-1703936,120,-56,-1,-1,0
1523632021613,-1507328,120,-56,-1,-1,0
1523632021613,-1114112,120,-56,-1,-1,0
1523632021613,-720896,120,-56,-1,-1,0
1523632021653,-589824,120,-56,-1,-1,0
1523632021653,-720896,120,-56,-1,-1,0
1523632021653,-1048576,120,-56,-1,-1,0
1523632021653,-1310720,120,-56,-1,-1,0
1523632021653,-1376256,120,-56,-1,-1,0
1523632021693,-1245184,120,-56,-1,-1,0
1523632021693,-1245184,120,-56,-1,-1,0
1523632021693,-655360,120,-56,-1,-1,0
1523632021693,2621440,120,-56,-1,-1,0
1523632021693,8323072,120,-56,-1,-1,0
1523632021733,9764864,120,-56,-1,-1,0
1523632021733,3211264,120,-56,-1,-1,0
1523632021733,-3801088,120,-56,-1,-1,0
1523632021733,-4915200,120,-56,-1,-1,0
1523632021733,-2752512,120,-56,-1,-1,0
1523632021778,-1507328,120,-56,-1,-1,0
1523632021778,-1179648,120,-56,-1,-1,0
1523632021778,-1245184,120,-56,-1,-1,0
1523632021778,-1310720,120,-56,-1,-1,0
1523632021778,-1179648,120,-56,-1,-1,0
1523632021813,-1048576,120,-56,-1,-1,0
1523632021813,-917504,120,-56,-1,-1,0
1523632021813,-720896,120,-56,-1,-1,0
1523632021813,-589824,120,-56,-1,-1,0
1523632021813,-524288,120,-56,-1,-1,0
1523632021853,-393216,120,-56,-1,-1,0
1523632021853,-196608,120,-56,-1,-1,0
1523632021853,0,120,-56,-1,-1,0
1523632021853,327680,120,-56,-1,-1,0
1523632021853,655360,120,-56,-1,-1,0
1523632021893,983040,120,-56,-1,-1,0
1523632021893,1310720,120,-56,-1,-1,0
1523632021893,1769472,120,-56,-1,-1,0
1523632021893,2097152,120,-56,-1,-1,0
1523632021893,2293760,120,-56,-1,-1,0
1523632021933,2424832,120,-56,-1,-1,0
1523632021933,2686976,120,-56,-1,-1,0
1523632021933,2686976,120,-56,-1,-1,0
1523632021933,2555904,120,-56,-1,-1,0
1523632021933,2162688,120,-56,-1,-1,0
1523632021973,1703936,120,-56,-1,-1,0
1523632021973,1245184,120,-56,-1,-1,0
1523632021973,786432,120,-56,-1,-1,0
1523632021973,393216,120,-56,-1,-1,0
1523632021973,0,120,-56,-1,-1,0
1523632022013,-262144,120,-56,-1,-1,0
1523632022013,-393216,120,-56,-1,-1,0
1523632022013,-458752,120,-56,-1,-1,0
1523632022013,-458752,120,-56,-1,-1,0
1523632022013,-524288,120,-56,-1,-1,0
1523632022053,-524288,120,-56,-1,-1,0
1523632022053,-589824,120,-56,-1,-1,0
1523632022053,-720896,120,-56,-1,-1,0
1523632022053,-786432,120,-56,-1,-1,0
1523632022053,-983040,120,-56,-1,-1,0
1523632022093,-1179648,120,-56,-1,-1,0
1523632022093,-1441792,120,-56,-1,-1,0
1523632022093,-1638400,120,-56,-1,-1,0
1523632022093,-1703936,120,-56,-1,-1,0
1523632022093,-1572864,120,-56,-1,-1,0
1523632022133,-1179648,120,-56,-1,-1,0
1523632022133,-720896,120,-56,-1,-1,0
1523632022133,-458752,120,-56,-1,-1,0
1523632022133,-589824,120,-56,-1,-1,0
1523632022133,-851968,120,-56,-1,-1,0
1523632022173,-1179648,120,-56,-1,-1,0
1523632022173,-1245184,120,-56,-1,-1,0
1523632022173,-1245184,120,-56,-1,-1,0
1523632022173,-1310720,120,-56,-1,-1,0
1523632022173,-1114112,120,-56,-1,-1,0
1523632022213,1441792,120,-56,-1,-1,0
1523632022213,7208960,120,-56,-1,-1,0
1523632022213,9895936,120,-56,-1,-1,0
1523632022213,4259840,120,-56,-1,-1,0
1523632022213,-3538944,120,-56,-1,-1,0
1523632022254,-5505024,120,-56,-1,-1,0
1523632022254,-3342336,120,-56,-1,-1,0
1523632022254,-1835008,120,-56,-1,-1,0
1523632022254,-1507328,120,-56,-1,-1,0
1523632022254,-1441792,120,-56,-1,-1,0
1523632022293,-1376256,120,-56,-1,-1,0
1523632022293,-1245184,120,-56,-1,-1,0
1523632022293,-1179648,120,-56,-1,-1,0
1523632022293,-1179648,120,-56,-1,-1,0
1523632022293,-1048576,120,-56,-1,-1,0
1523632022333,-917504,120,-56,-1,-1,0
1523632022333,-786432,120,-56,-1,-1,0
1523632022333,-655360,120,-56,-1,-1,0
1523632022333,-393216,120,-56,-1,-1,0
1523632022333,-131072,120,-56,-1,-1,0
1523632022373,65536,120,-56,-1,-1,0
1523632022373,327680,120,-56,-1,-1,0
1523632022373,720896,120,-56,-1,-1,0
1523632022373,1179648,120,-56,-1,-1,0
1523632022373,1638400,120,-56,-1,-1,0
1523632022418,2097152,120,-56,-1,-1,0
1523632022418,2555904,120,-56,-1,-1,0
1523632022418,2883584,120,-56,-1,-1,0
1523632022418,3145728,120,-56,-1,-1,0
1523632022418,3211264,120,-56,-1,-1,0
1523632022453,3080192,120,-56,-1,-1,0
1523632022453,2686976,120,-56,-1,-1,0
1523632022453,2097152,120,-56,-1,-1,0
1523632022453,1376256,120,-56,-1,-1,0
1523632022453,851968,120,-56,-1,-1,0
1523632022493,393216,120,-56,-1,-1,0
1523632022493,0,120,-56,-1,-1,0
1523632022493,-196608,120,-56,-1,-1,0
1523632022493,-327680,120,-56,-1,-1,0
1523632022493,-589824,120,-56,-1,-1,0
1523632022533,-786432,120,-56,-1,-1,0
1523632022533,-851968,120,-56,-1,-1,0
1523632022533,-851968,120,-56,-1,-1,0
1523632022533,-851968,120,-56,-1,-1,0
1523632022533,-917504,120,-56,-1,-1,0
1523632022573,-1048576,120,-56,-1,-1,0
1523632022573,-1310720,120,-56,-1,-1,0
1523632022573,-1507328,120,-56,-1,-1,0
1523632022573,-1703936,120,-56,-1,-1,0
1523632022573,-1835008,120,-56,-1,-1,0
1523632022613,-1966080,120,-56,-1,-1,0
1523632022613,-1769472,120,-56,-1,-1,0
1523632022613,-1310720,120,-56,-1,-1,0
1523632022613,-917504,120,-56,-1,-1,0
1523632022613,-720896,120,-56,-1,-1,0
1523632022653,-851968,120,-56,-1,-1,0
1523632022653,-1114112,120,-56,-1,-1,0
1523632022653,-1376256,120,-56,-1,-1,0
1523632022653,-1441792,120,-56,-1,-1,0
1523632022653,-1507328,120,-56,-1,-1,0
1523632022693,-1572864,120,-56,-1,-1,0
1523632022693,-851968,120,-56,-1,-1,0
1523632022693,2686976,120,-56,-1,-1,0
1523632022693,7995392,120,-56,-1,-1,0
1523632022693,7667712,120,-56,-1,-1,0
1523632022733,196608,120,-56,-1,-1,0
1523632022733,-6094848,120,-56,-1,-1,0
1523632022733,-5963776,120,-56,-1,-1,0
1523632022733,-3407872,120,-56,-1,-1,0
1523632022733,-2031616,120,-56,-1,-1,0
1523632022773,-1638400,120,-56,-1,-1,0
1523632022773,-1507328,120,-56,-1,-1,0
1523632022773,-1441792,120,-56,-1,-1,0
1523632022773,-1310720,120,-56,-1,-1,0
1523632022773,-1179648,120,-56,-1,-1,0
1523632022813,-1114112,120,-56,-1,-1,0
1523632022813,-983040,120,-56,-1,-1,0
1523632022813,-786432,120,-56,-1,-1,0
1523632022813,-524288,120,-56,-1,-1,0
1523632022813,-327680,120,-56,-1,-1,0
1523632022853,-131072,120,-56,-1,-1,0
1523632022853,0,120,-56,-1,-1,0
1523632022853,393216,120,-56,-1,-1,0
1523632022853,786432,120,-56,-1,-1,0
1523632022853,1179648,120,-56,-1,-1,0
1523632022893,1638400,120,-56,-1,-1,0
1523632022893,2162688,120,-56,-1,-1,0
1523632022893,2686976,120,-56,-1,-1,0
1523632022893,3014656,120,-56,-1,-1,0
1523632022893,3342336,120,-56,-1,-1,0
1523632022933,3538944,120,-56,-1,-1,0
1523632022933,3407872,120,-56,-1,-1,0
1523632022933,3080192,120,-56,-1,-1,0
1523632022933,2424832,120,-56,-1,-1,0
1523632022933,1835008,120,-56,-1,-1,0
1523632022973,1179648,120,-56,-1,-1,0
1523632022973,655360,120,-56,-1,-1,0
1523632022973,262144,120,-56,-1,-1,0
1523632022973,0,120,-56,-1,-1,0
1523632022973,-327680,120,-56,-1,-1,0
1523632023013,-589824,120,-56,-1,-1,0
1523632023013,-655360,120,-56,-1,-1,0
1523632023013,-655360,120,-56,-1,-1,0
1523632023013,-720896,120,-56,-1,-1,0
1523632023013,-786432,120,-56,-1,-1,0
1523632023058,-786432,120,-56,-1,-1,0
1523632023058,-851968,120,-56,-1,-1,0
1523632023058,-983040,120,-56,-1,-1,0
1523632023058,-1245184,120,-56,-1,-1,0
1523632023058,-1441792,120,-56,-1,-1,0
1523632023093,-1507328,120,-56,-1,-1,0
1523632023093,-1638400,120,-56,-1,-1,0
1523632023093,-1572864,120,-56,-1,-1,0
1523632023093,-1310720,120,-56,-1,-1,0
1523632023093,-917504,120,-56,-1,-1,0
1523632023133,-720896,120,-56,-1,-1,0
1523632023133,-720896,120,-56,-1,-1,0
1523632023133,-983040,120,-56,-1,-1,0
1523632023133,-1245184,120,-56,-1,-1,0
1523632023133,-1310720,120,-56,-1,-1,0
1523632023173,-1245184,120,-56,-1,-1,0
1523632023173,-1179648,120,-56,-1,-1,0
1523632023173,-1048576,120,-56,-1,-1,0
1523632023173,196608,120,-56,-1,-1,0
1523632023173,4325376,120,-56,-1,-1,0
1523632023213,7667712,120,-56,-1,-1,0
1523632023213,4194304,120,-56,-1,-1,0
1523632023213,-3407872,120,-56,-1,-1,0
1523632023213,-7077888,120,-56,-1,-1,0
1523632023213,-5373952,120,-56,-1,-1,0
1523632023253,-2818048,120,-56,-1,-1,0
1523632023253,-1769472,120,-56,-1,-1,0
1523632023253,-1441792,120,-56,-1,-1,0
1523632023253,-1310720,120,-56,-1,-1,0
1523632023253,-1245184,120,-56,-1,-1,0
1523632023293,-1114112,120,-56,-1,-1,0
1523632023293,-1048576,120,-56,-1,-1,0
1523632023293,-983040,120,-56,-1,-1,0
1523632023293,-786432,120,-56,-1,-1,0
